1	1680	1991
2	1801	1991
3	1810	1991
4	1823	1991
5	1825	1991
6	1836	1991
7	1840	1991
8	1847	1991
9	1849	1991
10	1850	1991
11	1850	1991
12	1855	1991
13	1855	1991
14	1855	1991

