1680	2.518	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1681	3.202	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1682	1.831	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1683	2.069	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1684	2.763	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1685	1.596	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1686	1.137	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1687	1.674	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1688	1.046	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1689	1.741	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1690	0.832	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1691	0.376	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1692	0.976	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1693	0.652	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1694	0.59	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1695	1.065	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1696	1.221	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1697	0.886	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1698	0.926	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1699	0.978	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1700	1.125	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1701	0.753	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1702	0.898	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1703	0.631	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1704	1.62	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1705	1.178	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1706	0.345	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1707	0.283	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1708	0.469	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1709	0.241	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1710	0.142	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1711	0.521	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1712	0.386	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1713	0.198	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1714	0.118	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1715	0.146	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1716	0.231	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1717	0.194	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1718	0.157	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1719	0.163	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1720	0.366	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1721	0.387	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1722	0.178	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1723	0.376	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1724	0.162	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1725	0.293	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1726	0.399	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1727	0.522	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1728	2.245	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1729	2.797	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1730	3.54	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1731	0.994	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1732	1.025	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1733	0.54	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1734	4.015	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1735	4.147	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1736	3.736	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1737	3.059	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1738	1.68	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1739	1.728	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1740	1.9	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1741	1.546	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1742	1.111	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1743	1.593	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1744	1.47	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1745	1.87	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1746	0.84	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1747	0.874	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1748	1.383	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1749	0.957	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1750	0.513	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1751	0.625	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1752	0.542	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1753	0.295	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1754	0.609	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1755	0.351	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1756	0.49	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1757	0.518	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1758	0.779	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1759	0.436	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1760	0.439	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1761	0.458	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1762	0.854	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1763	0.349	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1764	0.433	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1765	0.572	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1766	0.428	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1767	0.394	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1768	0.317	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1769	0.394	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1770	0.38	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
1771	0.521	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999	-999
