  1.1010525e+000  6.6659424e-001
  9.2592238e-001  8.4557119e-001
  9.7314535e-001  5.4072600e-001
  9.0325501e-001  3.1170599e-001
  1.8881126e+000  4.0143802e-001
  9.5089958e-001  4.5299773e-001
  1.0803190e+000  6.3262830e-001
  1.1042340e+000  4.7953068e-001
  8.3468265e-001  6.3386748e-001
  5.0618692e-001  4.9327343e-001
  1.5392135e-001  4.2948429e-001
  2.8327831e-001  4.2985834e-001
  5.3033048e-001  6.7473301e-001
  2.0010112e+000  7.7832238e-001
  3.1316187e+000  7.6604788e-001
  1.7083284e+000  6.2473403e-001
  6.8432310e-001  5.6064611e-001
  1.6861734e+000  9.8735896e-001
  1.1799846e+000  8.0704963e-001
  8.9744193e-001  5.7473097e-001
  6.6185652e-001  1.0928711e+000
  7.6835202e-001  7.1792078e-001
  9.4577920e-001  7.1834189e-001
  2.3872673e+000  1.4449206e+000
  1.3247015e+000  1.3289362e+000
  2.3064636e+000  2.4200565e+000
  1.9525979e+000  1.9537106e+000
  1.0423587e+000  1.1620127e+000
  7.3503386e-001  1.0455471e+000
  1.4576315e+000  2.0344521e+000
  2.4058707e+000  2.2565060e+000
  1.3521309e+000  1.7497703e+000
  1.2341079e+000  1.6723162e+000
  7.3647973e-001  9.1739551e-001
  7.2489622e-001  9.1771679e-001
  7.6077459e-001  8.3980982e-001
  4.5235760e-001  4.7496644e-001
  5.7129577e-001  8.2728396e-001
  4.0515742e-001  5.4047886e-001
  3.6964199e-001  8.2774109e-001
  8.0969422e-001  1.5850903e+000
  9.1701111e-001  1.5201833e+000
  6.1986733e-001  7.7609303e-001
  3.9393516e-001  6.0643739e-001
  2.7500455e-001  6.1962185e-001
  1.0372578e+000  1.4038134e+000
  1.2519857e+000  1.6915981e+000
  6.9229911e-001  8.6831194e-001
  6.9248939e-001  4.2391544e-001
  1.1825550e-003  3.5859210e-001
  1.1825550e-003  3.9786866e-001
  4.6638374e-001  9.2107624e-001
  2.7559673e-001  6.5956166e-001
  4.1886374e-001  5.8113239e-001
  5.2638094e-001  8.8208274e-001
  3.5934619e-001  6.9897603e-001
  4.1912216e-001  1.2747416e+000
  7.5361426e-001  1.3271560e+000
  1.0404389e+000  1.1963628e+000
  1.1839830e+000  1.3272797e+000
  9.6908181e-001  9.3471821e-001
  1.2560544e+000  9.3474700e-001
  1.3399009e+000  6.8610349e-001
  1.1966245e+000  6.2067740e-001
  6.9462449e-001  4.7671679e-001
  5.3925973e-001  5.0289929e-001
  4.7952442e-001  5.1599216e-001
  7.3072584e-001  6.5996959e-001
  6.3510552e-001  6.3379477e-001
  9.3420321e-001  6.5997341e-001
  8.7446016e-001  6.7306283e-001
  4.4383295e-001  4.2437840e-001
  4.3189587e-001  5.2908846e-001
  5.0370892e-001  6.7306560e-001
  7.3107759e-001  1.1573530e+000
  8.2683654e-001  1.2620713e+000
  1.1858601e+000  1.6547531e+000
  8.1492620e-001  1.0395846e+000
  5.7560519e-001  1.0396034e+000
  1.4133363e+000  1.4715881e+000
  1.1381067e+000  1.1312888e+000
  5.2776564e-001  6.3388780e-001
  2.6447707e-001  6.8627957e-001
  6.3548831e-001  7.7795713e-001
  8.6288610e-001  9.4820711e-001
  9.2273035e-001  1.7469758e+000
  8.8682818e-001  1.3411832e+000
  9.5863883e-001  1.2234420e+000
  1.1022585e+000  1.5771855e+000
  1.0184822e+000  2.4418663e+000
  5.7565860e-001  1.4334596e+000
  4.7991388e-001  1.8398200e+000
  6.4747257e-001  1.6435401e+000
  6.3550823e-001  1.4079020e+000
  4.7992320e-001  8.8381403e-001
  5.1583503e-001  1.4608764e+000
  7.9112698e-001  1.7103491e+000
  8.3901968e-001  1.1991782e+000
  1.1861542e+000  1.9079547e+000
  1.2221012e+000  1.6591036e+000
  1.8086901e+000  1.8564699e+000
  1.1743203e+000  1.6075259e+000
  1.4856401e+000  1.1877020e+000
  9.2303969e-001  1.0304186e+000
  1.4738637e+000  1.2147916e+000
  1.5817477e+000  1.1757878e+000
  2.3123692e+000  1.2420072e+000
  2.5161992e+000  1.6899184e+000
  3.7022644e+000  1.9275945e+000
  1.2949241e+000  8.8796779e-001
  1.8821531e+000  1.6526171e+000
  9.2383197e-001  8.7561351e-001
  4.9254120e-001  1.0211315e+000
  5.8851601e-001  1.1272278e+000
  5.8862304e-001  9.0337232e-001
  5.7674633e-001  9.3029366e-001
  5.8885871e-001  8.6473481e-001
  6.3697168e-001  1.0900934e+000
  1.1170715e+000  1.3289808e+000
  8.6530836e-001  1.2503656e+000
  1.0696141e+000  1.8077459e+000
  9.6183177e-001  1.3183274e+000
  9.3808329e-001  1.1069266e+000
  7.5813706e-001  9.7492393e-001
